age,gender,height_cm,weight_kg,activity_level,purpose,bmi,bmi_category,body_fat_pct,lean_body_mass_kg,ideal_weight_kg,weight_diff_from_ideal,target_bmi,target_weight_kg,weight_change_needed,estimated_weeks_to_goal,bmr,tdee,calorie_adjustment,calories_needed,protein_g,carbs_g,fat_g,water_ml,fiber_g,sleep_hours
44,Male,178.1,75.0,lightly_active,muscle_gain,23.64,Normal,22.3,58.3,73.3,1.7,25.1,79.6,4.6,18,1641,2256,350,2588,136,349,72,2880.0,36,7.5
26,Male,168.8,56.6,lightly_active,weight_loss,19.86,Normal,13.6,48.9,64.9,-8.3,18.9,53.9,-2.7,4,1468,2018,-300,1731,118,220,42,2230.0,24,7.5
17,Female,171.7,77.2,lightly_active,muscle_gain,26.19,Overweight,29.9,54.1,63.0,14.2,27.0,79.6,2.4,10,1575,2166,250,2394,160,290,66,2950.0,34,9.0
35,Male,164.0,74.0,lightly_active,maintain,27.51,Overweight,24.9,55.6,60.5,13.5,27.5,74.0,0.0,0,1585,2179,0,2133,92,293,66,2840.0,30,7.5
41,Male,175.8,75.9,moderately_active,weight_loss,24.56,Normal,22.7,58.7,71.2,4.7,23.6,72.9,-3.0,4,1650,2558,-300,2217,154,279,54,3160.0,31,7.5
36,Male,168.7,61.8,lightly_active,muscle_gain,21.71,Normal,18.1,50.6,64.8,-3.0,24.2,68.9,7.1,28,1484,2040,350,2388,128,320,66,2410.0,33,7.5
58,Female,151.1,62.3,lightly_active,muscle_gain,27.29,Overweight,40.7,36.9,45.5,16.8,28.1,64.2,1.9,8,1137,1563,150,1705,133,188,47,2430.0,24,7.5
16,Male,166.6,67.6,sedentary,muscle_gain,24.36,Normal,16.7,56.3,62.9,4.7,25.9,71.9,4.3,17,1620,1944,250,2186,123,286,61,2370.0,31,9.0
20,Female,160.7,51.6,lightly_active,muscle_gain,19.98,Normal,23.2,39.6,53.0,-1.4,22.5,58.1,6.5,26,1246,1713,500,2221,96,320,62,2060.0,31,8.0
42,Female,163.1,68.3,very_active,weight_gain,25.68,Overweight,35.1,44.3,55.2,13.1,26.7,71.0,2.7,8,1330,2294,350,2593,119,347,81,3140.0,36,7.5
16,Male,180.9,77.3,sedentary,weight_loss,23.62,Normal,15.8,65.1,75.8,1.5,22.6,74.0,-3.3,5,1808,2170,-300,1883,154,213,46,2710.0,26,9.0
16,Female,169.9,47.1,moderately_active,weight_loss,16.32,Moderate Thinness,17.9,38.7,61.3,-14.2,18.5,53.4,6.3,9,1257,1948,-300,1629,96,221,40,2150.0,23,9.0
29,Male,175.8,60.3,sedentary,weight_gain,19.51,Normal,13.9,51.9,71.2,-10.9,21.5,66.4,6.1,17,1533,1840,450,2291,101,312,71,2110.0,32,7.5
55,Female,157.7,45.7,sedentary,maintain,18.38,Underweight,29.3,32.3,50.3,-4.6,18.4,45.8,0.1,0,1031,1237,0,1255,64,162,39,1600.0,18,7.5
54,Female,166.8,73.2,sedentary,muscle_gain,26.31,Overweight,38.6,44.9,58.5,14.7,27.1,75.4,2.2,9,1342,1610,250,1895,153,202,53,2560.0,27,7.5
39,Female,157.3,48.8,extra_active,weight_loss,19.72,Normal,27.2,35.5,49.9,-1.1,18.7,46.3,-2.5,4,1124,2136,-300,1812,98,256,44,2710.0,25,7.5
34,Male,163.6,68.1,lightly_active,weight_loss,25.44,Overweight,22.1,53.0,60.1,8.0,23.0,61.6,-6.5,9,1529,2102,-500,1626,140,176,40,2630.0,23,7.5
47,Female,166.6,82.3,lightly_active,muscle_gain,29.65,Overweight,41.0,48.6,58.4,23.9,30.4,84.4,2.1,8,1449,1992,150,2156,170,234,60,3130.0,30,7.5
53,Male,182.2,87.7,sedentary,maintain,26.42,Overweight,27.7,63.4,77.0,10.7,26.4,87.6,-0.1,0,1749,2099,0,2094,105,272,65,3070.0,29,7.5
33,Male,168.7,61.3,lightly_active,maintain,21.54,Normal,17.2,50.8,64.8,-3.5,21.5,61.2,-0.1,0,1491,2050,0,2063,73,299,64,2400.0,29,7.5
18,Male,186.7,71.0,moderately_active,muscle_gain,20.37,Normal,12.4,62.2,81.1,-10.1,22.9,79.8,8.8,35,1761,2730,350,3067,143,432,85,2980.0,43,8.0
23,Female,164.5,55.4,lightly_active,weight_loss,20.47,Normal,24.5,41.8,56.5,-1.1,19.5,52.8,-2.6,4,1293,1778,-300,1451,122,162,35,2190.0,20,8.0
60,Female,162.4,52.4,sedentary,maintain,19.87,Normal,32.2,35.5,54.6,-2.2,19.9,52.5,0.1,0,1102,1322,0,1349,61,182,42,1830.0,19,7.5
32,Male,170.6,55.3,sedentary,maintain,19.0,Normal,14.0,47.6,66.5,-11.2,19.0,55.3,0.0,0,1438,1726,0,1720,59,250,54,1940.0,24,7.5
26,Male,180.6,65.5,moderately_active,maintain,20.08,Normal,13.9,56.4,75.5,-10.0,20.1,65.6,0.1,0,1631,2528,0,2572,81,382,80,2790.0,36,7.5
44,Male,164.1,69.3,lightly_active,muscle_gain,25.73,Overweight,24.8,52.1,60.6,8.7,27.2,73.2,3.9,16,1500,2062,250,2350,135,306,65,2680.0,33,7.5
37,Female,159.0,51.3,lightly_active,maintain,20.29,Normal,27.5,37.2,51.5,-0.2,20.3,51.3,0.0,0,1166,1603,0,1572,61,222,49,2050.0,22,7.5
30,Male,169.2,63.1,sedentary,maintain,22.04,Normal,17.1,52.3,65.2,-2.1,22.0,63.0,-0.1,0,1526,1831,0,1872,88,250,58,2210.0,26,7.5
64,Female,151.5,59.0,lightly_active,muscle_gain,25.71,Overweight,40.2,35.3,45.5,13.5,27.2,62.4,3.4,14,1087,1495,250,1741,111,216,48,2320.0,24,7.5
32,Male,179.6,81.1,lightly_active,maintain,25.14,Overweight,21.3,63.8,74.6,6.5,25.1,81.0,-0.1,0,1766,2428,0,2440,100,339,76,3090.0,34,7.5
35,Female,163.0,41.2,very_active,weight_loss,15.51,Severe Thinness,21.3,32.4,55.1,-13.9,18.5,49.2,8.0,11,1085,1872,-300,1581,94,214,39,2190.0,22,7.5
32,Male,179.2,56.3,lightly_active,muscle_gain,17.53,Underweight,12.2,49.4,74.3,-18.0,20.5,65.8,9.5,38,1492,2052,500,2527,110,364,70,2220.0,35,7.5
17,Male,172.2,62.9,moderately_active,weight_loss,21.21,Normal,13.2,54.6,67.9,-5.0,20.2,59.9,-3.0,4,1595,2472,-300,2162,138,283,53,2700.0,30,9.0
30,Male,180.4,63.0,very_active,weight_gain,19.36,Normal,13.9,54.2,75.4,-12.4,21.4,69.6,6.6,19,1584,2732,450,3212,96,482,100,2960.0,45,7.5
29,Female,161.5,64.3,lightly_active,maintain,24.65,Normal,30.8,44.5,53.7,10.6,24.6,64.2,-0.1,0,1340,1842,0,1849,70,262,58,2500.0,26,7.5
30,Female,158.2,50.3,sedentary,weight_loss,20.1,Normal,25.6,37.4,50.8,-0.5,19.1,47.8,-2.5,4,1180,1416,-300,1200,104,131,30,1760.0,17,7.5
32,Male,169.8,84.1,sedentary,maintain,29.17,Overweight,26.2,62.1,65.8,18.3,29.2,84.2,0.1,0,1733,2080,0,2104,110,270,65,2940.0,29,7.5
33,Female,149.1,44.5,extra_active,maintain,20.02,Normal,26.2,32.8,45.5,-1.0,20.0,44.5,0.0,0,1062,2018,0,1988,54,304,62,2560.0,28,7.5
20,Female,168.0,63.5,lightly_active,muscle_gain,22.5,Normal,26.2,46.9,59.6,3.9,25.0,70.6,7.1,28,1408,1936,350,2310,136,298,64,2470.0,32,8.0
19,Female,167.3,54.2,sedentary,maintain,19.36,Normal,22.2,42.2,59.0,-4.8,19.4,54.3,0.1,0,1312,1574,0,1612,61,230,50,1900.0,23,8.0
18,Female,178.6,73.0,lightly_active,weight_gain,22.89,Normal,26.2,53.9,69.2,3.8,24.4,77.8,4.8,14,1571,2160,350,2484,126,322,77,2800.0,35,8.0
33,Male,171.8,72.9,extra_active,weight_loss,24.7,Normal,21.0,57.6,67.6,5.3,23.7,70.0,-2.9,4,1631,3099,-300,2827,172,380,69,3550.0,40,7.5
33,Male,169.7,75.1,sedentary,muscle_gain,26.08,Overweight,22.7,58.1,65.7,9.4,26.9,77.5,2.4,10,1641,1969,250,2243,147,274,62,2630.0,31,7.5
28,Female,150.8,48.1,lightly_active,maintain,21.15,Normal,26.4,35.4,45.5,2.6,21.2,48.2,0.1,0,1127,1550,0,1595,66,220,50,1930.0,22,7.5
24,Female,166.8,71.3,sedentary,muscle_gain,25.63,Overweight,30.9,49.3,58.5,12.8,27.1,75.4,4.1,16,1459,1751,250,1971,153,216,55,2500.0,28,8.0
27,Female,165.4,61.8,lightly_active,maintain,22.59,Normal,27.9,44.6,57.3,4.5,22.6,61.8,0.0,0,1347,1852,0,1819,64,262,57,2410.0,25,7.5
29,Male,184.1,70.5,moderately_active,maintain,20.8,Normal,15.4,59.6,78.7,-8.2,20.8,70.5,0.0,0,1692,2623,0,2608,90,380,81,2970.0,37,7.5
50,Male,168.0,61.6,lightly_active,weight_loss,21.83,Normal,21.5,48.4,64.1,-2.5,20.8,58.7,-2.9,4,1419,1951,-300,1622,141,174,40,2410.0,23,7.5
38,Female,165.3,67.1,extra_active,weight_loss,24.56,Normal,32.8,45.1,57.2,9.9,23.6,64.5,-2.6,4,1350,2565,-400,2232,136,298,55,3350.0,31,7.5
47,Female,157.9,68.1,moderately_active,muscle_gain,27.31,Overweight,38.2,42.1,50.5,17.6,28.1,70.1,2.0,8,1275,1976,150,2127,132,267,59,2880.0,30,7.5
31,Female,169.1,52.2,extra_active,maintain,18.26,Underweight,23.6,39.9,60.6,-8.4,18.3,52.3,0.1,0,1250,2375,0,2377,70,358,74,2830.0,33,7.5
44,Female,164.2,67.4,lightly_active,weight_gain,25.0,Overweight,34.7,44.0,56.2,11.2,26.0,70.1,2.7,8,1320,1815,350,2206,106,290,69,2610.0,31,7.5
31,Female,151.7,38.0,sedentary,maintain,16.51,Moderate Thinness,21.5,29.8,45.5,-7.5,16.5,38.0,0.0,0,1013,1216,0,1202,50,169,37,1330.0,17,7.5
28,Male,173.1,61.8,sedentary,weight_gain,20.63,Normal,15.0,52.5,68.7,-6.9,22.6,67.7,5.9,17,1541,1849,450,2311,98,318,72,2160.0,32,7.5
28,Male,161.3,64.0,sedentary,weight_gain,24.6,Normal,19.8,51.3,58.1,5.9,26.1,67.9,3.9,11,1499,1799,350,2110,98,281,66,2240.0,30,7.5
68,Female,151.9,48.0,moderately_active,weight_loss,20.8,Normal,35.2,31.1,45.5,2.5,19.8,45.7,-2.3,3,974,1510,-300,1202,110,125,30,2180.0,17,7.0
32,Female,154.4,65.4,sedentary,weight_gain,27.43,Overweight,34.9,42.6,47.3,18.1,28.4,67.7,2.3,7,1295,1554,350,1947,104,246,61,2290.0,27,7.5
32,Male,169.8,72.2,moderately_active,weight_gain,25.04,Overweight,21.2,56.9,65.8,6.4,26.0,75.0,2.8,8,1617,2506,350,2889,109,411,90,3030.0,40,7.5
45,Male,172.3,58.6,lightly_active,muscle_gain,19.74,Normal,17.8,48.2,68.0,-9.4,22.2,65.9,7.3,29,1430,1966,500,2478,128,336,69,2300.0,35,7.5
16,Female,162.0,62.3,sedentary,weight_loss,23.74,Normal,26.8,45.6,54.2,8.1,22.7,59.6,-2.7,4,1379,1655,-400,1251,118,125,31,2180.0,18,9.0
67,Male,172.2,61.1,moderately_active,weight_gain,20.61,Normal,23.9,46.5,67.9,-6.8,22.6,67.0,5.9,17,1364,2114,450,2566,89,372,80,2640.0,36,7.0
37,Male,173.8,70.2,sedentary,muscle_gain,23.24,Normal,20.2,56.0,69.4,0.8,24.7,74.6,4.4,18,1597,1916,350,2277,152,276,63,2460.0,32,7.5
36,Female,163.0,66.6,lightly_active,weight_loss,25.07,Overweight,33.0,44.6,55.1,11.5,22.6,60.0,-6.6,9,1340,1842,-500,1295,156,96,32,2580.0,18,7.5
31,Female,153.5,57.9,moderately_active,muscle_gain,24.57,Normal,31.2,39.8,46.5,11.4,26.1,61.5,3.6,14,1225,1899,250,2191,122,288,61,2530.0,31,7.5
29,Female,161.4,55.8,moderately_active,weight_loss,21.42,Normal,27.0,40.7,53.6,2.2,20.4,53.1,-2.7,4,1256,1947,-300,1608,105,209,39,2450.0,23,7.5
46,Male,183.3,75.9,moderately_active,muscle_gain,22.59,Normal,21.5,59.6,78.0,-2.1,25.1,84.3,8.4,34,1671,2590,350,2911,159,386,81,3160.0,41,7.5
22,Female,160.0,44.6,moderately_active,weight_gain,17.42,Underweight,20.6,35.4,52.4,-7.8,19.9,50.9,6.3,18,1159,1796,550,2296,65,349,71,2060.0,32,8.0
53,Male,176.8,77.2,lightly_active,weight_gain,24.7,Normal,25.6,57.4,72.1,5.1,26.2,81.9,4.7,13,1614,2219,350,2587,110,357,80,2950.0,36,7.5
49,Male,176.6,82.5,lightly_active,maintain,26.45,Overweight,26.8,60.4,71.9,10.6,26.4,82.3,-0.2,0,1683,2314,0,2363,93,331,74,3140.0,33,7.5
38,Female,166.2,79.8,very_active,muscle_gain,28.89,Overweight,38.0,49.5,58.0,21.8,29.7,82.0,2.2,9,1467,2531,150,2649,166,330,74,3540.0,37,7.5
21,Female,162.7,52.8,very_active,maintain,19.95,Normal,23.4,40.4,54.8,-2.0,20.0,52.9,0.1,0,1264,2180,0,2165,60,330,67,2600.0,30,8.0
20,Female,166.1,66.9,sedentary,weight_loss,24.25,Normal,28.3,48.0,57.9,9.0,23.2,64.0,-2.9,4,1430,1716,-400,1302,149,104,32,2340.0,18,8.0
16,Female,164.0,64.7,extra_active,weight_gain,24.06,Normal,27.2,47.1,56.0,8.7,25.6,68.9,4.2,12,1414,2687,350,3018,115,428,94,3260.0,42,9.0
49,Female,164.9,57.5,very_active,weight_loss,21.15,Normal,31.2,39.6,56.8,0.7,20.2,54.9,-2.6,4,1210,2087,-300,1783,124,223,44,2760.0,25,7.5
19,Male,176.9,77.6,moderately_active,weight_loss,24.8,Normal,17.9,63.7,72.2,5.4,23.8,74.5,-3.1,4,1773,2748,-300,2444,141,335,60,3220.0,34,8.0
27,Male,167.5,55.3,lightly_active,muscle_gain,19.71,Normal,13.7,47.7,63.7,-8.4,22.2,62.3,7.0,28,1442,1983,500,2505,100,369,70,2190.0,35,7.5
24,Male,166.4,64.9,lightly_active,muscle_gain,23.44,Normal,17.4,53.6,62.7,2.2,24.9,68.9,4.0,16,1556,2140,350,2489,121,346,69,2520.0,35,8.0
63,Male,169.8,69.6,very_active,muscle_gain,24.14,Normal,27.3,50.6,65.8,3.8,25.6,73.8,4.2,17,1454,2508,250,2722,144,366,76,3190.0,38,7.5
24,Female,170.3,66.3,sedentary,weight_loss,22.86,Normal,27.6,48.0,61.7,4.6,21.9,63.5,-2.8,4,1431,1717,-400,1350,132,131,33,2320.0,19,8.0
44,Male,172.9,75.9,moderately_active,muscle_gain,25.39,Overweight,24.4,57.4,68.6,7.3,26.9,80.4,4.5,18,1619,2509,250,2794,148,375,78,3160.0,39,7.5
51,Female,162.7,55.8,sedentary,muscle_gain,21.08,Normal,31.6,38.2,54.8,1.0,23.6,62.5,6.7,27,1173,1408,350,1745,108,220,48,1950.0,24,7.5
69,Female,146.9,52.5,lightly_active,muscle_gain,24.33,Normal,39.7,31.7,45.5,7.0,25.8,55.7,3.2,13,984,1353,250,1625,102,203,45,2090.0,23,7.0
31,Female,162.2,56.2,sedentary,weight_gain,21.36,Normal,27.4,40.8,54.4,1.8,23.4,61.6,5.4,15,1256,1507,450,1986,93,264,62,1970.0,28,7.5
48,Male,174.6,61.8,extra_active,weight_loss,20.27,Normal,19.2,49.9,70.1,-8.3,19.3,58.8,-3.0,4,1464,2782,-300,2481,133,350,61,3160.0,35,7.5
28,Female,145.0,42.3,sedentary,weight_gain,20.12,Normal,25.2,31.6,45.5,-3.2,22.1,46.5,4.2,12,1038,1246,450,1685,74,230,52,1480.0,24,7.5
56,Male,175.0,68.7,moderately_active,weight_loss,22.43,Normal,23.6,52.5,70.5,-1.8,21.4,65.5,-3.2,5,1505,2333,-300,2071,164,239,51,2900.0,29,7.5
68,Male,160.6,54.5,lightly_active,weight_loss,21.13,Normal,24.8,41.0,57.4,-2.9,20.1,51.8,-2.7,4,1230,1691,-300,1390,126,145,34,2160.0,19,7.0
16,Female,156.6,45.5,moderately_active,muscle_gain,18.55,Normal,20.5,36.2,49.3,-3.8,21.6,53.0,7.5,30,1176,1823,500,2353,96,346,65,2090.0,33,9.0
61,Male,178.8,75.8,lightly_active,muscle_gain,23.71,Normal,26.3,55.9,73.9,1.9,25.2,80.6,4.8,19,1576,2167,350,2578,148,334,72,2900.0,36,7.5
19,Male,175.0,69.5,extra_active,maintain,22.69,Normal,15.4,58.8,70.5,-1.0,22.7,69.5,0.0,0,1675,3182,0,3204,95,481,100,3430.0,45,8.0
21,Female,158.3,42.7,moderately_active,muscle_gain,17.04,Underweight,19.9,34.2,50.8,-8.1,20.0,50.1,7.4,30,1134,1758,500,2222,83,333,62,1990.0,31,8.0
65,Male,168.3,82.9,moderately_active,weight_loss,29.27,Overweight,33.9,54.8,64.4,18.5,26.8,75.9,-7.0,10,1558,2415,-500,1894,152,218,46,3400.0,27,7.0
18,Female,158.5,59.5,very_active,muscle_gain,23.68,Normal,27.2,43.3,51.0,8.5,25.2,63.3,3.8,15,1323,2282,350,2610,119,372,72,2830.0,37,8.0
29,Female,162.0,56.2,sedentary,muscle_gain,21.41,Normal,27.0,41.0,54.2,2.0,23.9,62.7,6.5,26,1263,1516,350,1878,107,246,52,1970.0,26,7.5
26,Female,153.8,40.0,lightly_active,weight_gain,16.91,Moderate Thinness,20.9,31.6,46.8,-6.8,20.4,48.3,8.3,24,1063,1462,700,2112,64,316,66,1650.0,30,7.5
23,Male,181.3,71.8,moderately_active,muscle_gain,21.84,Normal,15.3,60.8,76.2,-4.4,24.3,79.9,8.1,32,1718,2663,350,3013,149,415,84,3010.0,42,8.0
31,Male,166.5,60.7,sedentary,maintain,21.9,Normal,17.2,50.3,62.8,-2.1,21.9,60.7,0.0,0,1481,1777,0,1759,82,234,55,2120.0,25,7.5
54,Female,150.2,42.8,moderately_active,muscle_gain,18.97,Normal,29.8,30.0,45.5,-2.7,22.0,49.6,6.8,27,969,1502,500,1946,81,284,54,2000.0,27,7.5
33,Male,180.4,63.0,moderately_active,weight_loss,19.36,Normal,14.6,53.8,75.4,-12.4,18.5,60.2,-2.8,4,1571,2435,-300,2134,148,268,52,2700.0,30,7.5
25,Female,158.4,60.8,moderately_active,weight_loss,24.23,Normal,29.4,42.9,50.9,9.9,23.2,58.2,-2.6,4,1306,2024,-400,1588,146,163,39,2630.0,22,8.0
49,Female,161.4,56.5,extra_active,maintain,21.69,Normal,31.9,38.5,53.6,2.9,21.7,56.5,0.0,0,1181,2244,0,2222,61,339,69,2980.0,31,7.5
50,Female,164.9,69.9,extra_active,weight_gain,25.71,Overweight,37.0,44.0,56.8,13.1,26.7,72.6,2.7,8,1319,2506,350,2875,108,410,89,3450.0,40,7.5
33,Male,169.3,65.8,lightly_active,maintain,22.96,Normal,18.9,53.4,65.3,0.5,23.0,65.9,0.1,0,1543,2122,0,2117,85,296,66,2550.0,30,7.5
50,Male,174.9,80.8,sedentary,weight_loss,26.41,Overweight,27.0,59.0,70.4,10.4,23.9,73.1,-7.7,11,1651,1981,-500,1509,163,131,37,2830.0,21,7.5
23,Female,164.9,64.9,moderately_active,maintain,23.87,Normal,28.5,46.4,56.8,8.1,23.9,65.0,0.1,0,1391,2156,0,2177,71,320,68,2770.0,30,8.0
33,Male,184.7,82.9,moderately_active,weight_loss,24.3,Normal,20.5,65.9,79.2,3.7,23.3,79.5,-3.4,5,1811,2807,-300,2535,169,325,62,3400.0,35,7.5
19,Male,170.7,77.4,sedentary,maintain,26.56,Overweight,20.0,61.9,66.6,10.8,26.6,77.5,0.1,0,1733,2080,0,2111,99,280,66,2710.0,30,8.0
30,Female,158.2,55.4,sedentary,weight_loss,22.14,Normal,28.1,39.8,50.8,4.6,21.1,52.8,-2.6,4,1231,1477,-400,1200,100,135,30,1940.0,17,7.5
25,Female,164.4,44.7,sedentary,muscle_gain,16.54,Moderate Thinness,20.2,35.7,56.4,-11.7,19.5,52.7,8.0,32,1170,1404,500,1898,92,263,53,1560.0,27,8.0
18,Female,162.3,44.6,very_active,weight_loss,16.93,Moderate Thinness,19.1,36.1,54.5,-9.9,18.5,48.7,4.1,6,1186,2046,-300,1720,104,232,42,2310.0,24,8.0
45,Female,160.2,52.1,sedentary,muscle_gain,20.3,Normal,29.3,36.8,52.6,-0.5,22.8,58.5,6.4,26,1148,1378,350,1737,114,212,48,1820.0,24,7.5
24,Male,184.4,83.9,sedentary,maintain,24.67,Normal,18.9,68.0,79.0,4.9,24.7,84.0,0.1,0,1861,2233,0,2235,92,309,70,2940.0,31,8.0
19,Female,150.9,45.4,moderately_active,weight_loss,19.94,Normal,22.9,35.0,45.5,-0.1,18.9,43.0,-2.4,3,1135,1759,-300,1432,102,177,35,2090.0,20,8.0
25,Female,152.5,51.8,lightly_active,weight_gain,22.27,Normal,27.1,37.8,45.6,6.2,23.8,55.3,3.5,10,1186,1631,350,1984,76,280,62,2060.0,28,8.0
17,Male,163.1,65.2,sedentary,weight_loss,24.51,Normal,17.1,54.1,59.7,5.5,23.5,62.5,-2.7,4,1570,1884,-300,1607,126,188,39,2280.0,22,9.0
38,Male,181.8,78.3,sedentary,muscle_gain,23.69,Normal,21.0,61.9,76.6,1.7,25.2,83.3,5.0,20,1723,2068,350,2409,162,290,67,2740.0,34,7.5
49,Female,164.1,40.6,lightly_active,muscle_gain,15.08,Severe Thinness,24.0,30.9,56.1,-15.5,18.1,48.7,8.1,32,1030,1416,500,1919,86,274,53,1670.0,27,7.5
37,Female,152.8,41.2,extra_active,muscle_gain,17.65,Underweight,24.3,31.2,45.9,-4.7,20.6,48.1,6.9,28,1030,1957,500,2466,76,388,68,2440.0,35,7.5
35,Female,160.3,72.5,lightly_active,maintain,28.21,Overweight,36.5,46.0,52.7,19.8,28.2,72.5,0.0,0,1380,1898,0,1912,84,261,59,2790.0,27,7.5
35,Female,160.8,59.9,sedentary,weight_loss,23.17,Normal,30.5,41.6,53.1,6.8,22.2,57.4,-2.5,4,1268,1522,-400,1200,139,96,30,2100.0,17,7.5
29,Male,159.6,45.0,extra_active,weight_gain,17.67,Underweight,11.7,39.7,56.5,-11.5,20.2,51.5,6.5,19,1276,2424,550,2965,77,457,92,2580.0,42,7.5
24,Male,175.2,69.8,lightly_active,weight_loss,22.74,Normal,16.6,58.2,70.6,-0.8,21.7,66.6,-3.2,5,1658,2280,-300,1924,128,247,47,2690.0,27,8.0
41,Female,153.9,69.4,sedentary,weight_loss,29.3,Overweight,39.2,42.2,46.9,22.5,26.8,63.5,-5.9,8,1287,1544,-500,1200,142,93,30,2430.0,17,7.5
38,Female,165.2,63.0,moderately_active,weight_loss,23.08,Normal,31.0,43.5,57.1,5.9,22.1,60.3,-2.7,4,1311,2032,-400,1620,129,186,40,2700.0,23,7.5
38,Female,154.1,53.3,moderately_active,maintain,22.45,Normal,30.3,37.2,47.0,6.3,22.4,53.2,-0.1,0,1156,1792,0,1826,67,261,57,2370.0,26,7.5
34,Female,162.3,41.4,moderately_active,weight_loss,15.72,Severe Thinness,21.3,32.6,54.5,-13.1,18.5,48.7,7.3,10,1088,1686,-300,1357,77,188,33,1950.0,19,7.5
32,Male,182.4,73.4,lightly_active,weight_loss,22.06,Normal,17.6,60.5,77.2,-3.8,21.1,70.2,-3.2,5,1702,2340,-300,2077,148,256,51,2820.0,29,7.5
31,Male,180.3,57.8,sedentary,weight_gain,17.78,Underweight,12.3,50.7,75.3,-17.5,20.3,66.0,8.2,23,1519,1823,550,2387,102,328,74,2020.0,33,7.5
43,Female,164.0,49.3,very_active,weight_loss,18.33,Underweight,26.5,36.2,56.0,-6.7,18.5,49.8,0.5,1,1146,1977,-300,1697,91,241,41,2480.0,24,7.5
40,Female,160.5,44.4,sedentary,weight_loss,17.24,Underweight,24.5,33.5,52.8,-8.4,18.5,47.7,3.3,5,1089,1307,-300,1200,83,152,30,1550.0,17,7.5
26,Female,152.0,65.5,moderately_active,weight_gain,28.35,Overweight,34.6,42.8,45.5,20.0,29.4,67.9,2.4,7,1306,2024,350,2348,107,316,73,2790.0,33,7.5
32,Female,158.4,61.5,sedentary,maintain,24.51,Normal,31.4,42.2,50.9,10.6,24.5,61.5,0.0,0,1283,1540,0,1582,70,215,49,2150.0,22,7.5
19,Female,159.6,67.4,lightly_active,maintain,26.46,Overweight,30.7,46.7,52.0,15.4,26.5,67.5,0.1,0,1401,1926,0,1902,68,275,59,2610.0,27,8.0
30,Male,172.1,54.3,extra_active,muscle_gain,18.33,Underweight,12.7,47.4,67.8,-13.5,21.3,63.1,8.8,35,1442,2740,500,3216,103,501,89,2900.0,45,7.5
44,Male,164.0,65.8,moderately_active,maintain,24.46,Normal,23.3,50.5,60.5,5.3,24.5,65.9,0.1,0,1465,2271,0,2237,81,321,70,2800.0,31,7.5
32,Male,176.8,61.5,lightly_active,weight_loss,19.67,Normal,14.8,52.4,72.1,-10.6,18.7,58.5,-3.0,4,1540,2118,-300,1783,141,206,44,2400.0,25,7.5
25,Female,153.9,42.8,moderately_active,weight_loss,18.07,Underweight,22.0,33.4,46.9,-4.1,18.5,43.8,1.0,1,1099,1703,-300,1406,94,181,34,2000.0,20,8.0
23,Male,184.0,80.9,lightly_active,weight_loss,23.9,Normal,17.8,66.5,78.6,2.3,22.9,77.5,-3.4,5,1832,2519,-300,2253,146,294,55,3080.0,32,8.0
31,Male,175.0,71.8,very_active,maintain,23.44,Normal,19.1,58.1,70.5,1.3,23.4,71.7,-0.1,0,1647,2841,0,2845,78,433,89,3260.0,40,7.5
24,Female,166.9,62.5,sedentary,maintain,22.44,Normal,27.0,45.6,58.6,3.9,22.4,62.4,-0.1,0,1374,1649,0,1662,66,232,52,2190.0,23,8.0
30,Male,180.2,61.4,lightly_active,maintain,18.91,Normal,13.4,53.2,75.2,-13.8,18.9,61.4,0.0,0,1565,2152,0,2173,73,317,68,2400.0,30,7.5
22,Female,173.5,65.9,moderately_active,muscle_gain,21.89,Normal,25.9,48.8,64.6,1.3,24.4,73.4,7.5,30,1453,2252,350,2542,127,349,71,2810.0,36,8.0
46,Male,175.2,76.3,moderately_active,weight_loss,24.86,Normal,24.2,57.8,70.6,5.7,23.9,73.4,-2.9,4,1627,2522,-300,2227,163,272,54,3170.0,31,7.5
41,Male,171.5,62.3,lightly_active,weight_loss,21.18,Normal,18.6,50.7,67.3,-5.0,20.2,59.4,-2.9,4,1483,2039,-300,1750,119,222,43,2430.0,24,7.5
21,Female,158.8,51.8,sedentary,maintain,20.54,Normal,24.1,39.3,51.3,0.5,20.5,51.7,-0.1,0,1234,1481,0,1448,66,195,45,1810.0,20,8.0
23,Male,183.7,59.5,lightly_active,muscle_gain,17.63,Underweight,10.2,53.4,78.3,-18.8,20.6,69.5,10.0,40,1589,2185,500,2702,117,390,75,2330.0,38,8.0
33,Male,165.4,45.0,sedentary,muscle_gain,16.45,Moderate Thinness,11.1,40.0,61.8,-16.8,19.4,53.1,8.1,32,1288,1546,500,2033,87,295,56,1580.0,28,7.5
41,Female,155.7,72.4,sedentary,weight_loss,29.86,Overweight,39.9,43.5,48.5,23.9,27.4,66.4,-6.0,9,1323,1588,-500,1200,160,80,30,2530.0,17,7.5
27,Female,162.4,58.8,very_active,weight_loss,22.29,Normal,27.6,42.6,54.6,4.2,21.3,56.2,-2.6,4,1300,2242,-400,1889,130,239,46,2810.0,26,7.5
58,Male,171.8,68.8,lightly_active,maintain,23.31,Normal,25.1,51.5,67.6,1.2,23.3,68.8,0.0,0,1479,2034,0,2060,72,299,64,2660.0,29,7.5
